product_detail_fsn,Cuft_per_Unit
ACCGCAYRQMMEP2ZA,0.09502387852
ACCGCBGZZCZANGRV,0.3097005918
ACCGCBGZZCZANGRV,0.3097005918
ACCGCPMZVM93MDKW,0.01150706454
ACCGCPMZVM93MDKW,0.01150706454
ACCGCPN5HWSAJ3VY,0.005293593874
ACCGCPN5HWSAJ3VY,0.005293593874
ACCGCPN5XEFZGNFW,0.006287220287
ACCGCPN5XEFZGNFW,0.006287220287
ACCGCYFS8FW4G3FG,1.86E-02
ACCGCYFS8FW4G3FG,0.01855602413
ACCGCYFSJDQYHJ9R,0.01154790292
ACCGCYFSJDQYHJ9R,0.01154790292
ACCGD2WF4YENU9NM,0.00841600967
ACCGDJRRKZZWJ2KG,1.900868567
ACCGDTJ24SKAMGGX,0.02239309395
ACCGDTJ2DYAQ328R,0.03783474827
ACCGEABYGQGNRCE3,0.01838826033
ACCGEDKJJW5FE6KW,0.04368160243
ACCGEDKJJW5FE6KW,0.04368160243
ACCGEDKJUCXSXVGK,0.0395909901
ACCGEDKJUCXSXVGK,0.0395909901
ACCGEDN23YZZCHWU,0.02487572706
ACCGEDN23YZZCHWU,0.02487572706
ACCGEEJX6BSRRG7V,0.005694041022
ACCGEEJX6BSRRG7V,0.005694041022
ACCGEEJXRFTPARDH,0.004090331322
ACCGEFH6CRHKCY5P,0.009196097247
ACCGEG45J5B5NZYV,0.02006181037
ACCGEG45J5B5NZYV,0.02006181037
ACCGENXWJZ7GHHBA,0.01476995787
ACCGENXWJZ7GHHBA,0.01476995787
ACCGEVGCGZU3UAYV,0.08707868084
ACCGEWGFMTGTK6ZF,0.0132019144
ACCGEZXJPUEMZKFG,0.02742347857
ACCGF37AAAJ3GTZA,0.03901956508
ACCGF37AAAJ3GTZA,0.03901956508
ACCGF37AFD4PTGXT,0.03023204676
ACCGF37AFD4PTGXT,0.01903641514
ACCGF3BGMYWMW3MJ,0.01565725129
ACCGF4JZHYTERVTY,0.08726548315
ACCGF4JZHYTERVTY,0.03817363897
ACCGF76Y4YQ3JQJN,0.01638296316
ACCGF76YABBG7GK9,0.02045432622
ACCGF76YH6ZHUGB2,0.02290111547
ACCGF7GGQVMQNEKU,0.04242744866
ACCGF7GGQVMQNEKU,0.04242744866
ACCGFFYEKCMEZRKW,0.009190758031
ACCGFFZJYBEF6HMY,0.01326931171
ACCGFFZJYBEF6HMY,0.01326931171
ACCGFH49ZGU4GPNN,0.04732319371
ACCGFPFCAFGREFHZ,0.05515340004
ACCGFT2YXGRGM8VK,0.03343024659
ACCGFTFKKYHBSBKV,0.1567016908
ACCGFTFKKYHBSBKV,0.1567016908
ACCGFTFKSEWGYABF,0.1662471725
ACCGFTYTCGBSC6ZY,0.03858618613
ACCGFX8FDJGKDXUZ,0.01078409253
ACCGFZKTPKWMGBHS,0.01667121747
ACCGFZKTPKWMGBHS,0.01667121747
ACCGFZZ3KHJ3NKHZ,0.0887072945
ACCGFZZ3KHJ3NKHZ,0.0887072945
ACCGG2EDNHEB6VUE,0.3951513107
ACCGG3GHYHQT4WWQ,0.007767505669
ACCGG3GHYHQT4WWQ,0.01268028703
ACCGG7EQDZRBSVHF,0.03671694626
ACCGG7EQDZRBSVHF,0.03671694626
ACCGG8CZMEBVHNM6,0.08555803538
ACCGGCYTVYNYHMTY,0.06724910597
ACCGGCYTVYNYHMTY,0.06724910597
ACCGGD9HF8BYY9UJ,0.03681979642
ACCGGD9HF8BYY9UJ,0.02302441094
ACCGGD9J2GFRTPAZ,0.01142201206
ACCGGEXSPCPMHQFC,0
ACCGGEXSPCPMHQFC,0
ACCGGFZZHRHWGFAQ,0.03761618004
ACCGGHEATF7BGVH6,0.01010074153
ACCGGHEGDRV6W49Z,0.006245257709
ACCGGRDYPHNQMGUN,0.07114601712
ACCGGRPYGGX2JWQ7,0.6334387701
ACCGGSR65XB5N4F3,0.01349065359
ACCGGSR65XB5N4F3,0.01349065359
ACCGGUBGHJVHM9XH,0.01205995442
ACCGGUBGHJVHM9XH,0.01205995442
ACCGGUBGNH5BAPXR,0.002525940997
ACCGGUGUBZUJRFCF,0.04352845123
ACCGGX76FMVZBUJB,0.008240237055
ACCGGX76FMVZBUJB,0.008240237055
ACCGGX76KGGD2YGD,3.44E-03
ACCGGX76KGGD2YGD,0.003440422264
ACCGGX76TNFCNDMA,0.005002738793
ACCGGX76TNFCNDMA,0.005002738793
ACCGGX76YYFFMGVA,0.003029768901
ACCGGXFHCMCHQYZM,0.1273790842
ACCGGXFHDSDF8WYA,0.1465641522
ACCGGXFHDSDF8WYA,0.1105899386
ACCGGXFHYJKAAFGD,0.1187868803
ACCGGXFHYJKAAFGD,0.1167737149
ACCGGZ7HPRMKDYYZ,0.1020302918
ACCGH2D7RDNCKCTW,0.01300160351
ACCGH2JFWB6ZTZ6V,0.02378487303
ACCGH2JFWB6ZTZ6V,0.02378487303
ACCGH2XUGEZ8NRMH,0.01924318164
ACCGH579HHGHZGPS,0.02806054314
ACCGH579SVC5HRNQ,0.01566410094
ACCGH62HQA3GWEGA,0.02050258992
ACCGH8PYYFH8QXHV,1.41E-02
ACCGH8PYYFH8QXHV,0.02228771468
ACCGH94PENXZHQ6Z,0.0007332728839
ACCGH94QZD96KRF5,0.01186076355
ACCGHAGRZEG3NJQG,1.56E-02
ACCGHAGRZEG3NJQG,0.01562022804
ACCGHBHQYGXU7QKY,0.00825336659
ACCGHBMRKMRVKZDE,0.05961937332
ACCGHGGME4ZQB9UT,0.07315765833
ACCGHGGME4ZQB9UT,0.07315765833
ACCGHGH9G9WYV258,0.1020995467
ACCGHGH9G9WYV258,0.1020995467
ACCGHJHZKGGVQZ8D,0.01703060769
ACCGHKFK5GCTJVM8,0.09086692911
ACCGHKFK5GCTJVM8,0.09086692911
ACCGHMKHRMFSHGHD,0.03880521204
ACCGHMM9V8P9YKYB,0.01489314623
ACCGHPS4GZK8QYHJ,0.08856284242
ACCGHPSDAVVUCNXU,0.08120772533
ACCGHQR9TZY7QZ9B,0.01554526825
ACCGHQR9TZY7QZ9B,0.01554526825
ACCGHQZRWVBFYTPG,1.05E-02
ACCGHQZRWVBFYTPG,0.01049074014
ACCGHW8K4VXTCHCF,0.01786197201
ACCGHYF4NZYNGMB5,0.02538754123
ACCGHZ7JPMZFF4JS,0.0163714417
ACCGJ2SRGU2FGRZS,0.01745795326
ACCGJ63DD4H57T6U,0.02201218072
ACCGJ79R85HGMMZM,0.02149968853
ACCGJ79RVKYKWANH,0.01700212404
ACCGJ9D6YVV7MRAP,0.0454732607
ACCGJSEHYJG79Z88,0.04835952854
ACCGJT2ZZGCWCZM3,0.02425914998
ACCGJTDT89GQKPPP,0.02810470017
ACCGJUEJZZGTEN6J,0.009210147816
ACCGJWPG8HB8WVJT,0.009978854432
ACCGJWPG8HB8WVJT,0.01394760361
ACCGK5FMYZEXTTQH,0.05913577133
ACCGK7TDDGAQ3GGP,0.01531790674
ACCGK7TDDGAQ3GGP,0.01531790674
ACCGKGGQSKFNQYMY,0.01525470249
ACCGKGGQSKFNQYMY,0.0111836907
ACCGKXHYHMJBZPU3,0.02993159584
ACCGKXHYNUNAAPQU,0.02176978574
ACCGKXHYNUNAAPQU,0.02176978574
ACCGKXHYZECYJRTS,0.02595424343
